id,category,topic,title,question,answer,keywords,source,url
741,"Agriculture,Rural & Environment",CMBKY,Cluster Mei Bagwani Ki Yojana,What is Cluster Mei Bagwani Ki Yojana?,"The scheme aims to promote cluster-based cultivation of selected crops, including guava, amla, lemon, bael, lemongrass, papaya, marigold, dragon fruit, and strawberry.","Agriculture, Subsidy, Financial Assistance, Fruit Development, Flower Development, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cmbky
742,Business & Entrepreneurship,SACEIDGE,Scheme of Assistance for Common Environment Infrastructure: Scheme for Development of Green Estate,What is Scheme of Assistance for Common Environment Infrastructure: Scheme for Development of Green Estate?,"The ""Scheme of Assistance for Common Environment Infrastructure"" under the Gujarat Industrial Policy aims to provide incentives for environmental compliance to ensure long-term economic and ecological balance.","Entrepreneurship, Environment Infrastructure, Development Of Green Estate, Business & Entrepreneurship, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/saceidge
743,Business & Entrepreneurship,NLMEEBDRP,National Livestock Mission: Establishment of Entrepreneurship for Breed Development of Rural Poultry,What is National Livestock Mission: Establishment of Entrepreneurship for Breed Development of Rural Poultry?,"The scheme aims to promote entrepreneurship in rural poultry farming. Through this scheme, a 50% capital subsidy is provided for establishing Parent Farms, Rural Hatcheries, and Brooder cum Mother Units.","Rural Poultry, Poultry Farming, Entrepreneurship, Brooder Cum Mother Unit, Parent Farm, Rural Hatchery, Subsidy, Business & Entrepreneurship, Agriculture,Rural & Environment","Ministry of Fisheries,Animal Husbandry and Dairying",https://www.myscheme.gov.in/schemes/eebdrp
744,"Agriculture,Rural & Environment",ISALTLCSS,Interest Subvention against long terms loan to the Co-operative sugar societies (Normal Area) (Tribal Area),What is Interest Subvention against long terms loan to the Co-operative sugar societies (Normal Area) (Tribal Area)?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide interest subvention on long-term loans taken by sugar cooperative societies for payment of sugarcane arrears for the year 2018-19.","Agriculture, Farmer, Sugar Co-operatives, Terms Loan, Interest Subvention, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/isaltlcss
745,"Agriculture,Rural & Environment",AGRASP,AGR-61 Agro Service Providers for the Purpose of Making Farming More Profitable With the Help of Farm Mechanization,What is AGR-61 Agro Service Providers for the Purpose of Making Farming More Profitable With the Help of Farm Mechanization?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to support farmers in Gujarat by facilitating access to farm implements and mechanization.","Agriculture, Agro Service Providers, Farm Mechanization, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/agrasp
746,"Agriculture,Rural & Environment",SAMSC,Scheme of Assistance for Management of Stray Cattle,What is Scheme of Assistance for Management of Stray Cattle?,This scheme provides financial support to local self-government bodies and registered Panjrapoles to reduce or eradicate the problem of stray cattle by encouraging their maintenance and proper care.,"Agriculture, Animal Husbandry, Stray Cattle, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/samsc
747,"Agriculture,Rural & Environment",SMPBPBS,Scheme for Management and Purchase of Bulls Provided for Breeding of State Gir/ Kankarej Breed,What is Scheme for Management and Purchase of Bulls Provided for Breeding of State Gir/ Kankarej Breed?,The scheme provides financial assistance to registered Gaushalas for rearing purebred Gir or Kankrej male cow calves with high genetic quality to promote pure breeding in indigenous cattle.,"Agriculture, Animal Husbandry, Milk Production, Breeding, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/smpbpbs
748,"Agriculture,Rural & Environment",SGIPGP,Scheme to Give Incentive-Prize to Gaushala/ Panjrapole,What is Scheme to Give Incentive-Prize to Gaushala/ Panjrapole?,"The ""Scheme to Give Incentive-Prize to Gaushala/ Panjrapole"" focuses on enhancing the management and operation of Gaushalas and Panjrapoles by offering incentive prizes to the top performers.","Agriculture, Animal Husbandry, Incentive, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/sgipgp
749,"Agriculture,Rural & Environment",SAIFGP,Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole,What is Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole?,"""Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole"" aims to support animal welfare organizations like gaushalas and panjrapoles by offering financial assistance for the development and construction of essential infrastructure.","Agriculture, Animal Husbandry, Animal Welfare, Infrastructural Facilities, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/saifgp
750,"Agriculture,Rural & Environment",FACIPCD,Finance Assistant to PACS for Computerization and Integration of PACS through Core Banking System with District Cooperative Banks,What is Finance Assistant to PACS for Computerization and Integration of PACS through Core Banking System with District Cooperative Banks?,"The scheme provides financial assistance to Primary Agricultural Credit Societies (PACS) for computerization and integration with District Cooperative Banks (DCCBs) through a Core Banking System (CBS), enhancing rural banking infrastructure and digital access.","Computerization, Management Information System, Digital Infrastructure, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/facipcd
751,"Agriculture,Rural & Environment",EBFUK,Establishment of Broiler Farms,What is Establishment of Broiler Farms?,"The scheme aims to promote commercial broiler rearing by providing financial assistance in the form of subsidies for poultry rearing and infrastructure development, thereby enhancing income generation and employment opportunities, especially for women and self-help groups (SHGs).","Broiler Farms, Subsidy, Yard Construction, Broiler Birds, Self Help Group, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/ebfuk
752,"Agriculture,Rural & Environment",SFCSAMBDG,Contribution to State Agriculture Marketing Board Development Fund (General),What is Contribution to State Agriculture Marketing Board Development Fund (General)?,"The scheme ""Contribution to State Agriculture Marketing Board Development Fund (General)"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to strengthen market infrastructure through financial assistance to State Agriculture Marketing Boards.","Agricultural Marketing, Market Committees, Development Fund, Co-operative Institutions, Infrastructure Development, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/sfcsambdg
753,Utility & Sanitation,HPY,Hand Pump Yojana,What is Hand Pump Yojana?,The scheme aims to provide reliable and accessible drinking water facilities to farmers and villagers through the installation of hand pumps.,"Hand Pump, Villager, Farmer, Utility & Sanitation, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/hpy
754,"Agriculture,Rural & Environment",FPVAM,Food Processing and Value Addition Management,What is Food Processing and Value Addition Management?,"The scheme aims to promote the establishment of food processing units in Uttarakhand, enhance value addition in agricultural and horticultural products, support entrepreneurs with financial assistance, and strengthen the state’s food processing ecosystem.","Food Processing Unit, Value Addition, Subsidy, Entrepreneur, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/fpvam
755,"Agriculture,Rural & Environment",CMIPSTB,Construction of Minor Irrigation Projects for Scheduled Tribe Beneficiaries,What is Construction of Minor Irrigation Projects for Scheduled Tribe Beneficiaries?,"The scheme aims to provide Scheduled Tribe farmers with free and adequate irrigation by constructing small irrigation projects such as water tanks and pipelines in Scheduled Tribe-dominated areas, thereby helping them improve their farming.","Scheduled Tribe, Irrigation, Minor Irrigation, Water Storage Tank, Farmer, Water Channels, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cmipstb
756,"Agriculture,Rural & Environment",AMI,Agricultural Marketing Infrastructure,What is Agricultural Marketing Infrastructure?,The revitalized and farmers’ income enhancing centric sub-scheme Agricultural Marketing Infrastructure (AMI) of Integrated Scheme for Agricultural Marketing (ISAM) is meant for holistic development of agricultural value chain critically focusing each linkage of post-harvest value chain.,"Agricultural Marketing, Storage Infrastructure, Promoter, Farmer, Agriculture,Rural & Environment, Transport & Infrastructure",Ministry Of Agriculture and Farmers Welfare,https://www.myscheme.gov.in/schemes/ami
757,Business & Entrepreneurship,NLMGIPBEPSCPL,National Livestock Mission: Genetic Improvement of Pig breeds - Establishment of Pig Semen Collection and Processing Lab,What is National Livestock Mission: Genetic Improvement of Pig breeds - Establishment of Pig Semen Collection and Processing Lab?,"The Scheme aims to enhance per-animal productivity, reduce inbreeding, and minimize sexually transmitted diseases in pigs. Through this scheme, financial assistance is provided for establishing semen processing labs at government pig farms.","Pig Farm, Pig Semen, Processing Lab, Genetic Improvement, Boar, Business & Entrepreneurship, Agriculture,Rural & Environment","Ministry of Fisheries,Animal Husbandry and Dairying",https://www.myscheme.gov.in/schemes/epscpl
758,"Agriculture,Rural & Environment",MIDH,Mission on Integrated Development of Horticulture- NHM and HMNEH,What is Mission on Integrated Development of Horticulture- NHM and HMNEH?,"The scheme aims to promote the holistic growth of the horticulture sector through production enhancement, productivity improvement, post-harvest management, processing, marketing support, skill development, and infrastructure creation for horticulture crops while augmenting farmers’ income.","Horticulture, Infrastructure, Post-harvest, Green Houses, Poly Houses, Nurseries, Agriculture,Rural & Environment",Ministry Of Agriculture and Farmers Welfare,https://www.myscheme.gov.in/schemes/midh
759,Business & Entrepreneurship,FFS,Fund of Funds for Startups,What is Fund of Funds for Startups?,"Launched in January 2016 under Startup India, the Fund of Funds for Startups is managed by SIDBI. It supports DPIIT-recognized startups indirectly by investing in SEBI-registered AIFs, which must invest at least twice the FFS contribution.","DPIIT, Startup India, Startups, Business & Entrepreneurship, Banking,Financial Services and Insurance, Science, IT & Communications, Agriculture,Rural & Environment, Health & Wellness, Education & Learning",Ministry Of Commerce And Industry,https://www.myscheme.gov.in/schemes/ffs
760,"Agriculture,Rural & Environment",Cmfm,Chief Minister Floriculture Mission,What is Chief Minister Floriculture Mission?,"This is a special scheme initiated during 2014-15 aimed at all-round development of floriculture sector in the State which incorporates cultivation, marketing, training etc. For the year 2015- 16 cultivation of Gerbera under Shade net house with tissue cultured planting materials is proposed.","Farmer, Cultivation, Marketing, Trainning, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cmfm
761,"Agriculture,Rural & Environment",ISAC,Integrated Scheme on Agriculture Cooperation,What is Integrated Scheme on Agriculture Cooperation?,"The Integrated Scheme on Agriculture Cooperation (ISAC) is a Central Sector Scheme of the Ministry of Agriculture and Farmers Welfare, Government of India. It is being implemented through the National Cooperative Development Corporation (NCDC).","Financial Assistance, Improve Economic Conditions, Loan, Agriculture,Rural & Environment",Ministry Of Agriculture and Farmers Welfare,https://www.myscheme.gov.in/schemes/isac
762,"Agriculture,Rural & Environment",GSPMSFV,Grant of Subsidy for Purchase of Mobile Sea Food Van,What is Grant of Subsidy for Purchase of Mobile Sea Food Van?,"The scheme aims to provide the beneficiary with a mobile seafood van. This van, financed through a combination of bank loan and departmental subsidy (25% and 75%, respectively), is intended for the sale of fresh and processed fish and fishery products in areas not served by regular markets.","Fish, Subsidy, Fisherman, Grant, Transport, Agriculture,Rural & Environment, Transport & Infrastructure",State,https://www.myscheme.gov.in/schemes/gspmsfv
763,"Agriculture,Rural & Environment",ATES/GEPHMEST(HRT3),"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Tribes (HRT-3)","What is Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Tribes (HRT-3)?","Under the scheme, financial assistance is provided to farmers belonging to the Scheduled Tribes category as well as to farmer groups and cooperative societies for purchasing various tools, equipment, sorting/grading equipment, and Post-Harvest Management (PHM) equipment.","Tools, Equipment, Scheduled Tribe, HRT-3, Financial Assistance, Farmer, Farmer Group, Cooperative Society, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/atesgephmesthrt3
764,"Agriculture,Rural & Environment",OTA-SFI,One Time Assistance to Small and Marginal Farmers for Purchase of Small Farm Implements (OTA-SFI),What is One Time Assistance to Small and Marginal Farmers for Purchase of Small Farm Implements (OTA-SFI)?,"“One Time Assistance to Small and Marginal Farmers for Purchase of Small Farm Implements (OTA-SFI)”  by the Agriculture Department, Government of West Bengal aims to aid the farmers in procuring manually operated small farm implements necessary for agricultural operations.","Agriculture, Farmers, Small Farm Implements, Financial Assistance, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ota-sfi
765,"Agriculture,Rural & Environment",FSJHASCOFISH,Formation Scheme of JHASCOFISH,What is Formation Scheme of JHASCOFISH?,"The “Formation Scheme of JHASCOFISH” by the Department of Animal Husbandry and Fisheries, Government of Jharkhand, aims to support fishermen cooperatives and enhance fish production. It provides financial aid, technical support, and welfare benefits to fishermen.","Financial Assistance, Fish Production, Fishermen, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fsjhascofish
766,"Agriculture,Rural & Environment",FMS,Fish Marketing Scheme,What is Fish Marketing Scheme?,"The scheme ""Fish Marketing Scheme"" by the Fisheries Division, Government of Jharkhand, provides financial support for fish marketing and transportation. Beneficiaries receive subsidies for four-wheeler transport vans and equipment for aquarium shops.","Financial Assistance, Four-wheeler, Marketing, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fms
767,"Agriculture,Rural & Environment",SGSCCS,State Government Share Capital Contribution to Co.operative Sugar Factories (Normal Area) (Tribal Area),What is State Government Share Capital Contribution to Co.operative Sugar Factories (Normal Area) (Tribal Area)?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance in the form of a 30% share capital contribution by the State Government for setting up new sugar cooperative factories in Gujarat.","Agriculture, Sugar Co-operatives Factories, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/sgsccs
768,"Agriculture,Rural & Environment",SFRPGKGQ,Scheme for Rearing Purebreed Gir/ Kankarage Male Cow Calves with Excellent Genetic Quality,What is Scheme for Rearing Purebreed Gir/ Kankarage Male Cow Calves with Excellent Genetic Quality?,The scheme provides financial assistance to registered Gaushalas for rearing purebred Gir or Kankrej male cow calves with high genetic quality to promote pure breeding in indigenous cattle.,"Agriculture, Animal Husbandry, Cattle Breeding, Cattle Development, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/sfrpgkgq
769,"Agriculture,Rural & Environment",CSPLIP,Construction of Solar Pump-Based Lift Irrigation Projects (For Hilly Areas),What is Construction of Solar Pump-Based Lift Irrigation Projects (For Hilly Areas)?,The scheme aims to provide free and reliable irrigation facilities to farmers in hilly areas by constructing solar-powered lift irrigation projects on high-altitude agricultural lands where conventional canal or pipeline irrigation is not feasible.,"Solar Pump, Lift Irrigation, Minor Irrigation, Irrigation, Farmer, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cspblisuk
770,"Agriculture,Rural & Environment",NMOECHCHG,National Mission on Edible Oil- Oil Palm: Custom Hiring Centre cum Harvester Groups,What is National Mission on Edible Oil- Oil Palm: Custom Hiring Centre cum Harvester Groups?,"The scheme component ""Custom Hiring Centre cum Harvester Groups"" under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase the production of oil palm in the state and reduce dependency on imports by supporting farmers with equipment and facilities.","Edible Oil, Oil Palm, Custom Hiring Centre, Harvester Group, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/nmoechchg
771,"Agriculture,Rural & Environment",ASCFSRGUJ,Assistance to Scheduled Castes for Fisheries: Fish seed rearing - Gujarat,What is Assistance to Scheduled Castes for Fisheries: Fish seed rearing - Gujarat?,The scheme aims to increase fish production by rearing fish in reservoirs and providing employment to Scheduled Caste (SC) people involved in inland fisheries activities.,"Fish Production, Fish Farming, Fishermen, Fish Farmer, Fish Seed Rearing, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ascfsrguj
772,Social welfare & Empowerment,PMAJAY-AG,Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PM-AJAY) - Adarsh Gram,What is Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PM-AJAY) - Adarsh Gram?,"The scheme aims to achieve integrated development of selected villages primarily through implementation of existing Central and State Government schemes in a convergent manner, ensuring access to quality services and infrastructure development in villages having SC population more than 40%.","Village, Scheduled Caste, Infrastructure, Education, Employment, Healthcare, Sanitation, Livelihood, Empowerment, Social welfare & Empowerment, Transport & Infrastructure, Agriculture,Rural & Environment",Ministry Of Social Justice and Empowerment,https://www.myscheme.gov.in/schemes/pmajay-ag
773,Transport & Infrastructure,SKSVY,Sagar Khedu Sarvangi Vikas Yojana,What is Sagar Khedu Sarvangi Vikas Yojana?,"The scheme aims to improve power infrastructure in coastal taluks by addressing corrosion issues, ensuring adequate voltage, and continuous electricity supply. Benefits include reduction in motor burnout, prevention of industrial losses, and providing new agricultural electricity connections.","Power, Infrastructure, Coastal, Electricity, Consumer, Farmer, Transport & Infrastructure, Agriculture,Rural & Environment, Utility & Sanitation",State,https://www.myscheme.gov.in/schemes/sksvy
774,"Agriculture,Rural & Environment",CMIPSCB,Construction of Minor Irrigation Projects for Scheduled Caste Beneficiaries,What is Construction of Minor Irrigation Projects for Scheduled Caste Beneficiaries?,"The scheme aims to provide Scheduled Caste farmers with free and adequate irrigation by constructing small irrigation projects such as water tanks and pipelines in Scheduled Caste-dominated areas, thereby helping them improve their farming.","Scheduled Caste, Irrigation, Minor Irrigation, Water Storage Tank, Farmer, Water Channels, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cmipscb
775,"Agriculture,Rural & Environment",CAWSTA,Construction of Artesian Wells in Scheduled Tribe Areas,What is Construction of Artesian Wells in Scheduled Tribe Areas?,"The scheme aims to provide free irrigation facilities to farmers in Scheduled Tribe-dominated areas through the construction of artesian wells, thereby enhancing agricultural productivity. It is a 100% state government-funded scheme.","Artesian Well, Irrigation, Minor Irrigation, Scheduled Tribe, Farmer, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cawista
776,"Agriculture,Rural & Environment",CMSRDF,Chief Ministers Special Rural Development Fund (CMSRDF),What is Chief Ministers Special Rural Development Fund (CMSRDF)?,The primary objective of the program is to generate wage employment and creation of socially and economically useful public assets by involving peoples participation at the grassroots level. The schemes undertaken in the program are varied in nature and are selected by the MLA and NGOs.,"Construction Of Rural Roads, Footpaths, Footbridges, Hume Pipes, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cmsrdf
777,"Agriculture,Rural & Environment",PMKSYHKKP,Pradhan Mantri Krishi Sinchayee Yojana - Har Khet Ko Pani (Surface Scheme) Uttarakhand,What is Pradhan Mantri Krishi Sinchayee Yojana - Har Khet Ko Pani (Surface Scheme) Uttarakhand?,"The scheme aims to provide every farmer with reliable surface irrigation facilities by developing sustainable irrigation infrastructure, ensuring that every field receives adequate water to improve agricultural productivity.","Farmer, Irrigation, Surface Irrigation, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmksy-hkkp
778,"Agriculture,Rural & Environment",PHM,Post-Harvest Management,What is Post-Harvest Management?,"The scheme aims to promote the development of modern post-harvest infrastructure by supporting farmers & entrepreneurs in setting up facilities such as pack houses, pre-cooling units, cold rooms, cold storage units, etc., thereby reducing post-harvest losses & marketability of horticultural produce.","Post-Harvest, Farmer, Entrepreneur, Pack Houses, Pre-cooling Units, Cold Rooms, Cold Storage Units, Ripening Chambers, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/phm
779,"Agriculture,Rural & Environment",IFSPTBNGUJ,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Boat Net - Gujarat,What is To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Boat Net - Gujarat?,The scheme aims to boost fish production and provide employment to people involved in inland fisheries activities. It offers financial assistance for purchase of boats and nets to eligible Scheduled Tribe beneficiaries.,"Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Boat Net, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ifsptbnguj
780,"Agriculture,Rural & Environment",NBM,National Bamboo Mission,What is National Bamboo Mission?,Restructured National Bamboo Mission was launched during 2018-19 as a Centrally Sponsored Scheme (CSS) after the historical amendment of the Indian Forest Act during 2017 to exclude bamboo out from definition of tree.,"Bamboo Marketing, Quality Planting Material, Bamboo Plantation, Product Development, Agriculture,Rural & Environment",Ministry Of Agriculture and Farmers Welfare,https://www.myscheme.gov.in/schemes/nbm
781,"Agriculture,Rural & Environment",DSCTA:ECC,Development Support for Coffee in Traditional Areas: Eco-certification of Coffee,What is Development Support for Coffee in Traditional Areas: Eco-certification of Coffee?,"The objective of this scheme is to enable coffee growers to access high-value specialty markets and earn better returns by producing eco-certified coffee that meets established environmental and quality standards, ensuring transparency about the conditions under which the coffee is produced.","Coffee, Farmer, Agriculture, Subsidy, DBT, Agriculture,Rural & Environment",Ministry Of Commerce And Industry,https://www.myscheme.gov.in/schemes/dsctaecc
782,"Agriculture,Rural & Environment",PMGSY,Pradhan Mantri Gram Sadak Yojana,What is Pradhan Mantri Gram Sadak Yojana?,"With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations.","Road, Rural, Agriculture,Rural & Environment, Transport & Infrastructure",Ministry Of Rural Development,https://www.myscheme.gov.in/schemes/pmgsy
783,"Agriculture,Rural & Environment",DTU-CMSGUY,Distribution Of Tractor Unit Under CMSGUY,What is Distribution Of Tractor Unit Under CMSGUY?,"The ""Distribution of Tractor Unit"" scheme is meant to revive the agricultural sector and help in doubling the farmer’s income by 2022. The government will provide one tractor along with some necessary accessories in each revenue village at subsidized rates. 10,000+ tractors will be distributed.","Subsidy, Agriculture, Farming, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/dtu-cmsguy
784,"Agriculture,Rural & Environment",Ccdp,Crop Cluster Development Programme,What is Crop Cluster Development Programme?,"The CCDP aims to develop organized marketing and improve the livelihoods of horticulture farmers in Baagwani Villages through on-farm and marketing support, promoting sustainable agriculture-based livelihoods.","Crop, Financial Assistance, Farmers, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ccdp
785,"Agriculture,Rural & Environment",HTASC(HRT4),Harvesting Tools Assistance for Scheduled Castes (HRT-4),What is Harvesting Tools Assistance for Scheduled Castes (HRT-4)?,"Under the scheme, financial assistance is provided to farmers belonging to the SC category as well as to FPOs (Farmers Producer Organizations), FPCs (Farmers Producer Companies), FIGs (Farmer Interest Groups), SHGs (Self-Help Groups), and Cooperative Societies for purchasing harvesting tools.","Harvesting Tool, Scheduled Caste, HRT-4, Farmer, Financial Assistance, Cooperative Society, FPO, FPC, FIG, SHG, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/htaschrt4
786,"Agriculture,Rural & Environment",HTAST(HRT3),Harvesting Tools Assistance for Scheduled Tribes (HRT-3),What is Harvesting Tools Assistance for Scheduled Tribes (HRT-3)?,"Under the scheme, financial assistance is provided to farmers belonging to the ST category as well as to FPOs (Farmers Producer Organizations), FPCs (Farmers Producer Companies), FIGs (Farmer Interest Groups), SHGs (Self-Help Groups), and Cooperative Societies for purchasing harvesting tools.","Harvesting Tools, Scheduled Tribes, HRT-3, Financial Assistance, Farmer, Cooperative Society, FPO, FPC, FIG, SHG, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/htasthrt3
787,"Agriculture,Rural & Environment",TMVSY-AJJAP,Talab Matsyiki Vishesh Sahayata Yojana (Anusuchit Jaati/Janajati/Ati Pichhada),What is Talab Matsyiki Vishesh Sahayata Yojana (Anusuchit Jaati/Janajati/Ati Pichhada)?,"The Bihar Government's Animal and Fisheries Resources Department has introduced the ""Talab Matsyiki Vishesh Sahayata Yojana (Anusuchit Jaati/Janajati/Ati Pichhada)"" aims to support fish farmers by providing financial and technical assistance for pond construction, installation of necessary equipment","Scheduled Caste, Tribe, Most Backward, Farmers, Agriculture,Rural & Environment, Skills & Employment",State,https://www.myscheme.gov.in/schemes/tmvsy-ajjap
788,"Agriculture,Rural & Environment",PKTNAMPY,Pathari Kshetr Talab Nirman Aadharit Matsya Paalan ki Yojana,What is Pathari Kshetr Talab Nirman Aadharit Matsya Paalan ki Yojana?,"The ""Pathari Kshetr Talab Nirman Aadharit Matsya Paalan ki Yojana"" aims to promote fisheries by constructing ponds and setting up related supporting units in plateau-dominated districts. The initiative is designed to create new employment opportunities and provide a means of livelihood for farmers.","Fish Farmer, Financial Assistance, Ponds, Opportunities, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pktnampy
789,"Agriculture,Rural & Environment",FIG,Farmers Interest Group (FIG),What is Farmers Interest Group (FIG)?,"The “Farmers Interest Group (FIG)” scheme supports every group of 15 farmers with grants for agricultural development. The scheme offers assistance for office equipment, training, ID cards, and district-level meetings.","Agriculture, Farmer, Farmers Interest Group, FIG, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fig
790,Business & Entrepreneurship,SACEIASRE,Scheme of Assistance for Common Environment Infrastructure: Scheme of Assistance for Strengthening the Regulation and Environmental Compliance,What is Scheme of Assistance for Common Environment Infrastructure: Scheme of Assistance for Strengthening the Regulation and Environmental Compliance?,"The scheme ""Scheme of Assistance for Common Environment Infrastructure"" under the Gujarat Industrial Policy aims to provide incentives for environmental compliance to ensure long-term economic and ecological balance.","Entrepreneurship, Environment Infrastructure, Environmental Compliance, Business & Entrepreneurship, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/saceiasre
791,"Agriculture,Rural & Environment",IFS,Integrated Fisheries Scheme,What is Integrated Fisheries Scheme?,"The ""Integrated Fisheries Scheme"" by the Fisheries Division, Government of Jharkhand, aims to promote fish-duck farming and increase fish farmers' income. The scheme provides financial assistance of up to 80% for eligible SC/ST/women beneficiaries and 70% for others.","Financial Assistance, Fish Farmer, Scheduled Tribes, Scheduled Castes, Women, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ifs
792,Transport & Infrastructure,FRANCIS,Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme),What is Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme)?,"""Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme)"" aims to provide safe play areas for healthy recreation and sports to urban communities. Assistance is provided to develop safe play areas in urban spaces.","Recreation, Urban, Sports, Playground, Transport & Infrastructure, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/francis
793,Business & Entrepreneurship,NLMPPE,National Livestock Mission: Promotion of Piggery Entrepreneur,What is National Livestock Mission: Promotion of Piggery Entrepreneur?,The scheme aims to promote entrepreneurship in pig farming by providing a one-time capital subsidy of up to ₹30 lakh to eligible entrepreneurs and organizations to establish breeder farms.,"Enterpreneurship, Subsidy, Genetic Upgradation, Pork Export, Pork Production, Piggery, Entrepreneur, Business & Entrepreneurship, Agriculture,Rural & Environment","Ministry of Fisheries,Animal Husbandry and Dairying",https://www.myscheme.gov.in/schemes/ppe
794,"Agriculture,Rural & Environment",SPAFSG,Scheme to Provide Assistance for Setting Up Farmer Support Centers in State Market Committees and for Computerization of All Market Committees,What is Scheme to Provide Assistance for Setting Up Farmer Support Centers in State Market Committees and for Computerization of All Market Committees?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to establish farmer support centers at market committee levels and computerize all market committees in Gujarat.","Agriculture, Farmer Support Centers, Computerization, Market Committees, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/spafsg
